lead_id,customer_id,sales_rep_id,lead_source,lead_created_date,lead_score,lead_status
LEAD100397,CUST10172,REP1020,Referral,2026-07-29,54,New
LEAD100398,CUST10285,REP1027,Partner,2026-02-16,54,New
LEAD100399,CUST10344,REP1008,Event,2026-06-15,93,Qualified
LEAD100400,CUST10036,REP1002,Event,2026-02-05,69,Nurturing
LEAD100401,CUST11154,REP1004,Event,2026-08-15,44,New
LEAD100402,CUST10370,REP1030,Event,2026-05-11,20,Low Priority
LEAD100403,CUST10966,REP1020,Partner,2026-08-01,86,Qualified
LEAD100404,CUST11083,REP1008,Email,2026-01-11,70,Nurturing
LEAD100405,CUST10961,REP1026,Email,2025-10-06,70,Nurturing
LEAD100406,CUST10998,REP1010,Email,2025-11-21,42,New
LEAD100407,CUST10121,REP1018,Email,2026-04-12,35,Low Priority
LEAD100408,CUST10447,REP1008,Website,2026-09-16,60,Nurturing
LEAD100409,CUST10896,REP1003,Event,2026-05-17,81,Qualified
LEAD100410,CUST10692,REP1009,Website,2026-07-23,44,New
LEAD100411,CUST10007,REP1007,Partner,2026-03-21,62,Nurturing
LEAD100412,CUST10681,REP1017,Partner,2026-09-15,100,Qualified
LEAD100413,CUST10966,REP1001,Event,2026-09-09,37,Low Priority
LEAD100414,CUST10995,REP1008,Website,2025-12-19,38,Low Priority
LEAD100415,CUST10461,REP1018,Partner,2026-08-11,39,Low Priority
LEAD100416,CUST10284,REP1012,Referral,2025-10-07,93,Qualified
LEAD100417,CUST10372,REP1020,Website,2026-05-05,62,Nurturing
LEAD100418,CUST10356,REP1020,Referral,2026-03-09,94,Qualified
LEAD100419,CUST10416,REP1029,Partner,2026-01-18,96,Qualified
LEAD100420,CUST10363,REP1026,Event,2026-09-06,54,New
LEAD100421,CUST10549,REP1007,Referral,2026-05-30,24,Low Priority
LEAD100422,CUST10050,REP1021,Event,2025-11-20,44,New
LEAD100423,CUST10331,REP1019,Email,2025-11-20,64,Nurturing
LEAD100424,CUST10378,REP1018,Event,2025-11-12,50,New
LEAD100425,CUST10185,REP1024,Event,2026-01-19,20,Low Priority
LEAD100426,CUST11054,REP1005,Email,2025-10-26,100,Qualified
LEAD100427,CUST10811,REP1012,Email,2026-01-05,44,New
LEAD100428,CUST11095,REP1025,Website,2026-07-07,70,Nurturing
LEAD100429,CUST10674,REP1027,Email,2026-08-15,96,Qualified
LEAD100430,CUST10132,REP1002,Website,2026-07-14,64,Nurturing
LEAD100431,CUST11086,REP1015,Email,2026-03-31,76,Nurturing
LEAD100432,CUST10550,REP1008,Email,2026-06-11,22,Low Priority
LEAD100433,CUST10822,REP1006,Email,2026-09-10,76,Nurturing
LEAD100434,CUST10458,REP1002,Email,2025-10-20,88,Qualified
LEAD100435,CUST10594,REP1017,Referral,2026-08-27,94,Qualified
LEAD100436,CUST10588,REP1021,Referral,2026-06-22,26,Low Priority
LEAD100437,CUST10342,REP1016,Partner,2026-02-19,38,Low Priority
LEAD100438,CUST10666,REP1012,Partner,2026-03-13,23,Low Priority
LEAD100439,CUST10881,REP1024,Referral,2026-03-10,94,Qualified
LEAD100440,CUST10025,REP1020,Partner,2025-11-27,42,New
LEAD100441,CUST10158,REP1028,Partner,2025-12-24,63,Nurturing
LEAD100442,CUST11011,REP1011,Referral,2026-01-16,58,New
LEAD100443,CUST10684,REP1008,Email,2025-10-03,75,Nurturing
LEAD100444,CUST11169,REP1014,Referral,2026-04-01,92,Qualified
LEAD100445,CUST10726,REP1016,Referral,2026-03-23,46,New
LEAD100446,CUST10785,REP1014,Partner,2026-01-29,83,Qualified
LEAD100447,CUST11079,REP1025,Website,2025-12-04,43,New
LEAD100448,CUST10793,REP1002,Email,2026-09-19,36,Low Priority
LEAD100449,CUST10396,REP1016,Email,2026-06-05,28,Low Priority
LEAD100450,CUST10634,REP1013,Event,2026-03-23,50,New
LEAD100451,CUST10283,REP1007,Referral,2026-06-21,65,Nurturing
LEAD100452,CUST10402,REP1020,Partner,2026-02-13,83,Qualified
LEAD100453,CUST10817,REP1025,Partner,2025-12-18,88,Qualified
LEAD100454,CUST10179,REP1017,Email,2026-06-03,62,Nurturing
LEAD100455,CUST10807,REP1003,Email,2026-07-09,53,New
LEAD100456,CUST10701,REP1003,Event,2026-05-26,34,Low Priority
LEAD100457,CUST10371,REP1013,Event,2026-04-25,94,Qualified
LEAD100458,CUST10054,REP1021,Website,2025-10-01,52,New
LEAD100459,CUST10846,REP1010,Referral,2026-05-21,81,Qualified
LEAD100460,CUST10990,REP1010,Email,2026-05-14,70,Nurturing
LEAD100461,CUST10877,REP1026,Partner,2026-02-28,95,Qualified
LEAD100462,CUST10506,REP1001,Partner,2025-12-28,98,Qualified
LEAD100463,CUST10785,REP1003,Website,2026-09-23,77,Nurturing
LEAD100464,CUST10498,REP1005,Partner,2026-02-14,73,Nurturing
LEAD100465,CUST10430,REP1030,Email,2026-01-08,31,Low Priority
LEAD100466,CUST10393,REP1015,Website,2026-06-15,21,Low Priority
LEAD100467,CUST10254,REP1005,Partner,2026-03-25,64,Nurturing
LEAD100468,CUST11164,REP1010,Event,2026-04-22,77,Nurturing
LEAD100469,CUST10800,REP1030,Partner,2026-05-25,80,Qualified
LEAD100470,CUST10210,REP1021,Event,2026-02-12,40,New
LEAD100471,CUST11039,REP1007,Referral,2025-11-25,60,Nurturing
LEAD100472,CUST10182,REP1008,Website,2025-12-01,89,Qualified
LEAD100473,CUST10713,REP1003,Email,2026-09-08,27,Low Priority
LEAD100474,CUST10199,REP1024,Referral,2026-04-03,51,New
LEAD100475,CUST10434,REP1005,Website,2026-03-02,96,Qualified
LEAD100476,CUST10791,REP1009,Website,2026-01-25,36,Low Priority
LEAD100477,CUST11199,REP1011,Event,2026-06-21,45,New
LEAD100478,CUST11191,REP1019,Email,2026-08-30,57,New
LEAD100479,CUST11075,REP1019,Referral,2026-07-08,75,Nurturing
LEAD100480,CUST10283,REP1024,Partner,2026-04-14,40,New
LEAD100481,CUST10113,REP1009,Referral,2026-03-23,84,Qualified
LEAD100482,CUST11087,REP1012,Website,2026-08-13,39,Low Priority
LEAD100483,CUST11108,REP1012,Event,2026-08-09,49,New
LEAD100484,CUST10335,REP1002,Event,2026-02-20,66,Nurturing
LEAD100485,CUST10024,REP1023,Referral,2026-09-17,20,Low Priority
LEAD100486,CUST10778,REP1017,Referral,2026-07-30,82,Qualified
LEAD100487,CUST10092,REP1015,Event,2026-08-05,74,Nurturing
LEAD100488,CUST10049,REP1030,Partner,2025-10-21,87,Qualified
LEAD100489,CUST11125,REP1006,Referral,2025-11-17,42,New
LEAD100490,CUST10595,REP1030,Referral,2026-01-17,52,New
LEAD100491,CUST10135,REP1021,Partner,2026-07-05,92,Qualified
LEAD100492,CUST10786,REP1007,Partner,2025-10-29,25,Low Priority
LEAD100493,CUST10444,REP1021,Website,2025-10-31,59,New
LEAD100494,CUST10644,REP1023,Partner,2025-10-12,59,New
LEAD100495,CUST11079,REP1011,Partner,2025-12-10,56,New
LEAD100496,CUST10286,REP1011,Referral,2026-09-01,55,New
LEAD100497,CUST10776,REP1026,Referral,2026-06-21,80,Qualified
LEAD100498,CUST10995,REP1005,Partner,2026-06-19,35,Low Priority
LEAD100499,CUST10509,REP1001,Referral,2026-01-15,92,Qualified
LEAD100500,CUST11165,REP1020,Event,2026-05-17,92,Qualified
LEAD100501,CUST10538,REP1028,Partner,2026-07-12,34,Low Priority
LEAD100502,CUST10552,REP1016,Partner,2026-04-13,98,Qualified
LEAD100503,CUST11062,REP1005,Referral,2026-08-09,41,New
LEAD100504,CUST10764,REP1017,Event,2026-04-26,24,Low Priority
LEAD100505,CUST11043,REP1008,Website,2026-01-27,52,New
LEAD100506,CUST10949,REP1025,Partner,2026-05-22,84,Qualified
LEAD100507,CUST10855,REP1019,Website,2026-09-10,88,Qualified
LEAD100508,CUST10290,REP1011,Email,2026-07-29,72,Nurturing
LEAD100509,CUST10479,REP1019,Referral,2026-03-31,85,Qualified
LEAD100510,CUST11038,REP1021,Referral,2026-05-06,41,New
LEAD100511,CUST10740,REP1021,Website,2026-09-22,91,Qualified
LEAD100512,CUST10337,REP1011,Email,2026-07-01,71,Nurturing
LEAD100513,CUST10393,REP1018,Referral,2026-04-02,30,Low Priority
LEAD100514,CUST10931,REP1002,Referral,2026-01-11,30,Low Priority
LEAD100515,CUST10214,REP1013,Event,2026-08-27,41,New
LEAD100516,CUST10135,REP1012,Website,2026-09-22,25,Low Priority
LEAD100517,CUST10919,REP1017,Partner,2025-10-26,42,New
LEAD100518,CUST10347,REP1029,Website,2025-10-12,100,Qualified
LEAD100519,CUST10919,REP1029,Website,2025-11-12,39,Low Priority
LEAD100520,CUST10641,REP1015,Website,2026-02-19,71,Nurturing
LEAD100521,CUST11198,REP1020,Website,2025-11-28,99,Qualified
LEAD100522,CUST10630,REP1004,Event,2026-08-18,40,New
LEAD100523,CUST11041,REP1015,Partner,2026-08-30,76,Nurturing
LEAD100524,CUST11021,REP1021,Event,2025-12-05,56,New
LEAD100525,CUST10255,REP1021,Referral,2026-07-30,43,New
LEAD100526,CUST11196,REP1029,Email,2025-11-21,96,Qualified
LEAD100527,CUST10895,REP1014,Website,2026-07-15,73,Nurturing
LEAD100528,CUST10129,REP1028,Website,2026-02-11,55,New
LEAD100529,CUST10008,REP1030,Website,2025-10-15,85,Qualified
LEAD100530,CUST10326,REP1018,Event,2026-03-06,92,Qualified
LEAD100531,CUST10020,REP1003,Email,2026-07-28,83,Qualified
LEAD100532,CUST10430,REP1012,Email,2026-09-06,90,Qualified
LEAD100533,CUST11196,REP1023,Event,2025-11-14,46,New
LEAD100534,CUST10575,REP1018,Referral,2026-08-02,47,New
LEAD100535,CUST10029,REP1029,Email,2026-01-16,38,Low Priority
LEAD100536,CUST10593,REP1025,Partner,2026-03-19,76,Nurturing
LEAD100537,CUST10263,REP1002,Partner,2025-11-09,85,Qualified
LEAD100538,CUST11028,REP1026,Email,2026-09-21,73,Nurturing
LEAD100539,CUST10109,REP1011,Partner,2026-07-16,68,Nurturing
LEAD100540,CUST10925,REP1025,Website,2026-05-23,82,Qualified
LEAD100541,CUST10536,REP1016,Website,2026-06-23,34,Low Priority
LEAD100542,CUST10023,REP1014,Partner,2026-08-15,49,New
LEAD100543,CUST10808,REP1003,Partner,2025-11-22,77,Nurturing
LEAD100544,CUST10547,REP1004,Email,2025-12-29,24,Low Priority
LEAD100545,CUST10926,REP1018,Partner,2025-10-14,93,Qualified
LEAD100546,CUST10742,REP1018,Website,2026-03-28,33,Low Priority
LEAD100547,CUST10945,REP1017,Referral,2026-03-30,83,Qualified
LEAD100548,CUST10553,REP1005,Partner,2025-10-11,69,Nurturing
LEAD100549,CUST10010,REP1016,Event,2026-05-30,88,Qualified
LEAD100550,CUST10157,REP1002,Partner,2025-10-04,82,Qualified
LEAD100551,CUST10551,REP1005,Email,2026-07-17,61,Nurturing
LEAD100552,CUST10477,REP1015,Email,2026-06-15,81,Qualified
LEAD100553,CUST10954,REP1019,Referral,2026-07-25,48,New
LEAD100554,CUST10494,REP1020,Event,2025-11-13,67,Nurturing
LEAD100555,CUST11033,REP1030,Email,2026-08-14,94,Qualified
LEAD100556,CUST10226,REP1026,Event,2026-04-18,26,Low Priority
LEAD100557,CUST10462,REP1012,Email,2026-08-12,48,New
LEAD100558,CUST10908,REP1024,Email,2026-06-12,21,Low Priority
LEAD100559,CUST10149,REP1003,Website,2026-05-28,63,Nurturing
LEAD100560,CUST10386,REP1026,Partner,2025-10-12,83,Qualified
LEAD100561,CUST10903,REP1012,Website,2026-06-10,23,Low Priority
LEAD100562,CUST10707,REP1023,Email,2026-03-13,64,Nurturing
LEAD100563,CUST10934,REP1030,Email,2026-08-06,53,New
LEAD100564,CUST10619,REP1022,Partner,2026-06-07,83,Qualified
LEAD100565,CUST11032,REP1028,Referral,2025-10-28,37,Low Priority
LEAD100566,CUST11053,REP1001,Website,2026-08-21,33,Low Priority
LEAD100567,CUST11170,REP1006,Email,2025-10-23,27,Low Priority
LEAD100568,CUST10147,REP1019,Email,2026-01-18,53,New
LEAD100569,CUST10710,REP1017,Partner,2025-12-19,59,New
LEAD100570,CUST10138,REP1004,Email,2026-09-21,94,Qualified
LEAD100571,CUST10275,REP1022,Email,2025-11-25,57,New
LEAD100572,CUST10361,REP1002,Partner,2026-08-05,33,Low Priority
LEAD100573,CUST10776,REP1030,Website,2025-12-21,76,Nurturing
LEAD100574,CUST10518,REP1005,Event,2026-05-26,24,Low Priority
LEAD100575,CUST11038,REP1014,Partner,2025-11-02,47,New
LEAD100576,CUST10359,REP1025,Email,2026-02-21,72,Nurturing
LEAD100577,CUST10741,REP1016,Event,2026-05-16,40,New
LEAD100578,CUST10916,REP1023,Referral,2026-06-17,68,Nurturing
LEAD100579,CUST11177,REP1022,Email,2026-08-15,56,New
LEAD100580,CUST10295,REP1029,Website,2026-07-25,97,Qualified
LEAD100581,CUST10881,REP1014,Event,2026-04-08,43,New
LEAD100582,CUST10102,REP1030,Website,2026-01-19,93,Qualified
LEAD100583,CUST10653,REP1016,Partner,2026-01-04,70,Nurturing
LEAD100584,CUST10497,REP1027,Referral,2026-09-28,80,Qualified
LEAD100585,CUST11151,REP1022,Website,2026-05-11,33,Low Priority
LEAD100586,CUST10929,REP1004,Partner,2026-08-28,21,Low Priority
LEAD100587,CUST11113,REP1020,Event,2026-03-08,79,Nurturing
LEAD100588,CUST11021,REP1027,Website,2026-03-27,58,New
LEAD100589,CUST10493,REP1004,Referral,2026-07-29,45,New
LEAD100590,CUST10881,REP1026,Website,2026-06-21,92,Qualified
LEAD100591,CUST10037,REP1004,Website,2025-12-13,46,New
LEAD100592,CUST10670,REP1027,Referral,2026-04-10,55,New
LEAD100593,CUST10057,REP1024,Partner,2025-12-17,78,Nurturing
LEAD100594,CUST10870,REP1005,Email,2026-07-05,97,Qualified
LEAD100595,CUST11161,REP1022,Email,2025-10-11,92,Qualified
LEAD100596,CUST10818,REP1004,Email,2026-07-29,72,Nurturing
LEAD100597,CUST11008,REP1018,Email,2026-09-05,28,Low Priority
LEAD100598,CUST10282,REP1028,Referral,2025-10-09,28,Low Priority
LEAD100599,CUST11193,REP1007,Event,2026-05-19,76,Nurturing
LEAD100600,CUST10661,REP1006,Website,2025-10-29,61,Nurturing
LEAD100601,CUST10810,REP1013,Email,2026-02-09,30,Low Priority
LEAD100602,CUST10925,REP1012,Website,2026-01-31,76,Nurturing
LEAD100603,CUST10768,REP1002,Email,2026-04-08,96,Qualified
LEAD100604,CUST10381,REP1014,Website,2026-08-31,25,Low Priority
LEAD100605,CUST10734,REP1008,Referral,2026-03-18,86,Qualified
LEAD100606,CUST10785,REP1004,Referral,2026-02-23,47,New
LEAD100607,CUST11029,REP1009,Email,2025-11-03,52,New
LEAD100608,CUST10578,REP1001,Website,2026-08-20,78,Nurturing
LEAD100609,CUST10603,REP1028,Referral,2026-01-23,39,Low Priority
LEAD100610,CUST10604,REP1030,Referral,2026-03-18,32,Low Priority
LEAD100611,CUST10138,REP1012,Email,2025-11-03,98,Qualified
LEAD100612,CUST10109,REP1027,Event,2026-01-14,48,New
LEAD100613,CUST10025,REP1014,Email,2026-04-20,33,Low Priority
LEAD100614,CUST10800,REP1028,Partner,2026-08-25,75,Nurturing
LEAD100615,CUST10503,REP1006,Referral,2026-01-29,37,Low Priority
LEAD100616,CUST11039,REP1009,Event,2026-04-23,82,Qualified
LEAD100617,CUST10843,REP1023,Website,2026-08-16,25,Low Priority
LEAD100618,CUST10170,REP1007,Website,2026-02-09,61,Nurturing
LEAD100619,CUST10121,REP1025,Referral,2026-01-16,52,New
LEAD100620,CUST10440,REP1013,Referral,2025-10-17,97,Qualified
LEAD100621,CUST11106,REP1013,Partner,2026-08-28,62,Nurturing
LEAD100622,CUST10059,REP1014,Event,2025-11-10,94,Qualified
LEAD100623,CUST10225,REP1024,Email,2025-12-18,40,New
LEAD100624,CUST10036,REP1001,Referral,2025-11-20,58,New
LEAD100625,CUST10497,REP1023,Referral,2026-06-16,85,Qualified
LEAD100626,CUST11188,REP1024,Email,2026-02-11,32,Low Priority
LEAD100627,CUST10821,REP1025,Referral,2026-06-15,95,Qualified
LEAD100628,CUST10593,REP1030,Event,2026-05-10,82,Qualified
LEAD100629,CUST10174,REP1024,Partner,2025-10-06,74,Nurturing
LEAD100630,CUST10427,REP1016,Partner,2026-01-21,39,Low Priority
LEAD100631,CUST10630,REP1014,Event,2025-10-02,86,Qualified
LEAD100632,CUST10330,REP1012,Referral,2025-10-24,88,Qualified
LEAD100633,CUST10847,REP1025,Partner,2026-03-22,43,New
LEAD100634,CUST11177,REP1012,Partner,2026-01-05,67,Nurturing
LEAD100635,CUST10248,REP1018,Referral,2025-11-02,24,Low Priority
LEAD100636,CUST10303,REP1003,Website,2026-02-27,51,New
LEAD100637,CUST10152,REP1010,Referral,2026-03-14,32,Low Priority
LEAD100638,CUST10871,REP1008,Website,2026-09-28,65,Nurturing
LEAD100639,CUST10555,REP1014,Email,2026-05-30,64,Nurturing
LEAD100640,CUST10341,REP1016,Website,2026-02-21,63,Nurturing
LEAD100641,CUST10264,REP1022,Referral,2026-03-22,74,Nurturing
LEAD100642,CUST10085,REP1013,Event,2025-11-02,94,Qualified
LEAD100643,CUST10572,REP1005,Partner,2026-02-19,35,Low Priority
LEAD100644,CUST10820,REP1017,Email,2026-05-01,37,Low Priority
LEAD100645,CUST10283,REP1002,Email,2025-10-08,37,Low Priority
LEAD100646,CUST10002,REP1026,Referral,2026-09-01,95,Qualified
LEAD100647,CUST10568,REP1024,Email,2026-04-07,27,Low Priority
LEAD100648,CUST10811,REP1007,Referral,2026-07-15,22,Low Priority
LEAD100649,CUST10414,REP1008,Email,2026-01-09,32,Low Priority
LEAD100650,CUST10301,REP1001,Email,2026-08-02,82,Qualified
LEAD100651,CUST10186,REP1011,Event,2026-02-11,66,Nurturing
LEAD100652,CUST10896,REP1002,Event,2026-09-04,94,Qualified
LEAD100653,CUST11034,REP1029,Website,2026-04-09,36,Low Priority
LEAD100654,CUST10924,REP1005,Referral,2026-05-21,51,New
LEAD100655,CUST10622,REP1020,Partner,2025-12-14,64,Nurturing
LEAD100656,CUST10869,REP1018,Referral,2026-09-29,25,Low Priority
LEAD100657,CUST10477,REP1008,Email,2025-12-10,94,Qualified
LEAD100658,CUST10030,REP1025,Event,2025-10-13,85,Qualified
LEAD100659,CUST10442,REP1004,Referral,2026-03-10,31,Low Priority
LEAD100660,CUST10845,REP1027,Event,2026-08-01,88,Qualified
LEAD100661,CUST10777,REP1023,Event,2026-09-02,56,New
LEAD100662,CUST11189,REP1020,Event,2026-08-09,47,New
LEAD100663,CUST11197,REP1027,Website,2026-04-20,96,Qualified
LEAD100664,CUST10292,REP1013,Referral,2026-08-31,62,Nurturing
LEAD100665,CUST10012,REP1009,Website,2026-03-29,38,Low Priority
LEAD100666,CUST10330,REP1005,Website,2026-03-24,85,Qualified
LEAD100667,CUST11052,REP1028,Website,2025-12-05,77,Nurturing
LEAD100668,CUST10977,REP1013,Partner,2026-07-15,35,Low Priority
LEAD100669,CUST10119,REP1025,Website,2026-01-24,74,Nurturing
LEAD100670,CUST10193,REP1010,Referral,2025-12-11,70,Nurturing
LEAD100671,CUST10677,REP1029,Event,2026-02-12,42,New
LEAD100672,CUST10793,REP1027,Event,2026-05-09,54,New
LEAD100673,CUST11179,REP1010,Event,2026-01-07,87,Qualified
LEAD100674,CUST10907,REP1015,Website,2026-02-08,34,Low Priority
LEAD100675,CUST10255,REP1024,Email,2026-01-29,78,Nurturing
LEAD100676,CUST10045,REP1007,Email,2026-05-06,87,Qualified
LEAD100677,CUST10761,REP1001,Website,2026-06-18,95,Qualified
LEAD100678,CUST10665,REP1009,Event,2026-06-04,46,New
LEAD100679,CUST11107,REP1018,Partner,2025-11-21,41,New
LEAD100680,CUST10692,REP1005,Event,2026-02-04,95,Qualified
LEAD100681,CUST10602,REP1011,Website,2026-05-25,57,New
LEAD100682,CUST10365,REP1028,Email,2025-12-18,66,Nurturing
LEAD100683,CUST10104,REP1003,Website,2025-10-26,61,Nurturing
LEAD100684,CUST11052,REP1002,Event,2026-01-26,61,Nurturing
LEAD100685,CUST10992,REP1013,Email,2026-06-05,70,Nurturing
LEAD100686,CUST10196,REP1001,Website,2026-05-31,54,New
LEAD100687,CUST10845,REP1001,Referral,2025-11-17,51,New
LEAD100688,CUST10438,REP1006,Referral,2026-06-05,52,New
LEAD100689,CUST10525,REP1004,Website,2025-12-10,73,Nurturing
LEAD100690,CUST11019,REP1025,Website,2026-06-28,86,Qualified
LEAD100691,CUST11011,REP1004,Event,2026-04-25,64,Nurturing
LEAD100692,CUST10229,REP1016,Event,2025-11-16,74,Nurturing
LEAD100693,CUST10370,REP1022,Partner,2026-02-05,53,New
LEAD100694,CUST10986,REP1019,Event,2026-07-26,82,Qualified
LEAD100695,CUST11101,REP1020,Email,2026-03-07,51,New
LEAD100696,CUST10095,REP1011,Website,2026-06-09,54,New
LEAD100697,CUST11001,REP1027,Email,2026-07-01,24,Low Priority
LEAD100698,CUST10588,REP1003,Website,2025-10-12,41,New
LEAD100699,CUST10709,REP1004,Event,2026-09-05,79,Nurturing
LEAD100700,CUST10091,REP1026,Referral,2026-01-31,27,Low Priority
LEAD100701,CUST10817,REP1003,Website,2026-07-17,38,Low Priority
LEAD100702,CUST10814,REP1006,Referral,2026-03-20,82,Qualified
LEAD100703,CUST10796,REP1006,Email,2026-04-29,90,Qualified
LEAD100704,CUST10949,REP1001,Event,2026-02-09,53,New
LEAD100705,CUST11136,REP1004,Partner,2026-08-08,52,New
LEAD100706,CUST11020,REP1018,Website,2025-11-12,61,Nurturing
LEAD100707,CUST10894,REP1020,Event,2026-08-24,82,Qualified
LEAD100708,CUST11178,REP1003,Email,2025-12-15,58,New
LEAD100709,CUST10810,REP1029,Partner,2026-08-19,34,Low Priority
LEAD100710,CUST10807,REP1003,Partner,2025-10-09,54,New
LEAD100711,CUST10651,REP1021,Event,2025-10-06,40,New
LEAD100712,CUST10923,REP1025,Referral,2025-11-03,75,Nurturing
LEAD100713,CUST10086,REP1016,Website,2026-04-18,31,Low Priority
LEAD100714,CUST10607,REP1015,Website,2026-01-06,69,Nurturing
LEAD100715,CUST10511,REP1004,Email,2026-05-07,30,Low Priority
LEAD100716,CUST11096,REP1008,Event,2026-07-27,98,Qualified
LEAD100717,CUST10088,REP1026,Email,2025-10-10,71,Nurturing
LEAD100718,CUST10773,REP1011,Email,2026-04-11,31,Low Priority
LEAD100719,CUST10222,REP1002,Referral,2026-06-27,97,Qualified
LEAD100720,CUST11061,REP1022,Partner,2026-03-04,66,Nurturing
LEAD100721,CUST11023,REP1021,Website,2026-09-03,69,Nurturing
LEAD100722,CUST10283,REP1002,Referral,2026-05-30,25,Low Priority
LEAD100723,CUST11047,REP1002,Email,2025-10-13,35,Low Priority
LEAD100724,CUST10597,REP1004,Event,2026-04-16,85,Qualified
LEAD100725,CUST11166,REP1002,Event,2026-02-18,57,New
LEAD100726,CUST10876,REP1019,Event,2025-11-18,69,Nurturing
LEAD100727,CUST10042,REP1004,Website,2026-09-12,99,Qualified
LEAD100728,CUST10244,REP1019,Event,2025-12-21,54,New
LEAD100729,CUST10485,REP1006,Referral,2025-10-31,50,New
LEAD100730,CUST10254,REP1030,Email,2025-12-21,84,Qualified
LEAD100731,CUST10159,REP1022,Event,2026-07-28,25,Low Priority
LEAD100732,CUST11174,REP1012,Event,2026-05-07,56,New
LEAD100733,CUST11043,REP1013,Email,2026-07-27,89,Qualified
LEAD100734,CUST10522,REP1002,Referral,2026-03-18,38,Low Priority
LEAD100735,CUST10259,REP1002,Partner,2025-11-12,44,New
LEAD100736,CUST10219,REP1017,Email,2026-02-19,58,New
LEAD100737,CUST11099,REP1001,Partner,2025-12-12,26,Low Priority
LEAD100738,CUST10398,REP1020,Partner,2026-04-22,25,Low Priority
LEAD100739,CUST10016,REP1012,Partner,2026-01-07,40,New
LEAD100740,CUST10477,REP1005,Partner,2026-09-20,92,Qualified
LEAD100741,CUST10546,REP1017,Website,2026-02-15,37,Low Priority
LEAD100742,CUST10748,REP1017,Event,2026-01-23,79,Nurturing
LEAD100743,CUST10407,REP1023,Website,2026-09-25,54,New
LEAD100744,CUST11108,REP1006,Event,2026-04-08,81,Qualified
LEAD100745,CUST10773,REP1017,Website,2025-12-02,46,New
LEAD100746,CUST11184,REP1026,Partner,2026-03-25,90,Qualified
LEAD100747,CUST10441,REP1009,Partner,2026-01-01,50,New
LEAD100748,CUST10783,REP1026,Partner,2026-06-19,84,Qualified
LEAD100749,CUST10439,REP1022,Partner,2026-04-28,87,Qualified
LEAD100750,CUST10840,REP1013,Event,2026-06-24,54,New
LEAD100751,CUST10895,REP1027,Website,2026-09-09,74,Nurturing
LEAD100752,CUST10387,REP1030,Event,2026-06-24,29,Low Priority
LEAD100753,CUST11126,REP1008,Email,2026-02-02,60,Nurturing
LEAD100754,CUST11029,REP1030,Email,2025-12-13,50,New
LEAD100755,CUST11074,REP1001,Website,2026-04-12,97,Qualified
LEAD100756,CUST10262,REP1004,Website,2026-03-13,95,Qualified
LEAD100757,CUST10862,REP1002,Referral,2026-01-23,83,Qualified
LEAD100758,CUST10128,REP1012,Referral,2026-07-24,96,Qualified
LEAD100759,CUST10127,REP1029,Email,2026-08-28,99,Qualified
LEAD100760,CUST11168,REP1019,Event,2026-02-17,82,Qualified
LEAD100761,CUST10184,REP1019,Partner,2026-06-06,68,Nurturing
LEAD100762,CUST11037,REP1003,Email,2026-09-25,36,Low Priority
LEAD100763,CUST10517,REP1016,Website,2025-10-05,86,Qualified
LEAD100764,CUST10365,REP1012,Email,2026-02-11,35,Low Priority
LEAD100765,CUST10089,REP1015,Website,2026-06-27,35,Low Priority
LEAD100766,CUST10811,REP1008,Email,2026-03-31,91,Qualified
LEAD100767,CUST10866,REP1007,Referral,2026-07-17,29,Low Priority
LEAD100768,CUST10561,REP1029,Partner,2026-03-23,31,Low Priority
LEAD100769,CUST10972,REP1017,Referral,2025-10-24,61,Nurturing
LEAD100770,CUST10388,REP1013,Partner,2026-03-08,67,Nurturing
LEAD100771,CUST10663,REP1003,Event,2026-02-25,23,Low Priority
LEAD100772,CUST10345,REP1023,Event,2026-08-05,50,New
LEAD100773,CUST10699,REP1015,Referral,2025-11-23,38,Low Priority
LEAD100774,CUST10164,REP1012,Referral,2025-11-26,44,New
LEAD100775,CUST10572,REP1021,Partner,2025-11-21,34,Low Priority
LEAD100776,CUST10660,REP1004,Email,2026-04-26,74,Nurturing
LEAD100777,CUST10668,REP1016,Website,2026-09-29,58,New
LEAD100778,CUST10536,REP1026,Email,2026-05-14,97,Qualified
LEAD100779,CUST10773,REP1014,Event,2026-07-25,20,Low Priority
LEAD100780,CUST10615,REP1001,Event,2026-08-07,82,Qualified
LEAD100781,CUST10340,REP1007,Partner,2026-05-08,93,Qualified
LEAD100782,CUST10259,REP1002,Referral,2026-05-11,59,New
LEAD100783,CUST10778,REP1016,Referral,2025-12-28,76,Nurturing
LEAD100784,CUST11127,REP1011,Email,2026-09-16,55,New
LEAD100785,CUST10904,REP1004,Partner,2026-07-15,68,Nurturing
LEAD100786,CUST10767,REP1021,Website,2026-08-15,93,Qualified
LEAD100787,CUST11106,REP1006,Email,2026-09-25,62,Nurturing
LEAD100788,CUST11080,REP1011,Website,2026-02-05,66,Nurturing
LEAD100789,CUST10608,REP1030,Event,2025-11-22,99,Qualified
LEAD100790,CUST10132,REP1002,Partner,2026-08-10,60,Nurturing
LEAD100791,CUST10762,REP1008,Referral,2026-03-22,34,Low Priority
LEAD100792,CUST10748,REP1010,Website,2026-09-15,75,Nurturing
LEAD100793,CUST10333,REP1016,Website,2026-06-11,76,Nurturing
