opportunity_id,customer_id,sales_rep_id,product_id,created_date,deal_size,stage,close_date
OPP200326,CUST10460,REP1017,P1003,2026-03-28,11198,Qualified,2026-07-07
OPP200327,CUST10979,REP1008,P1002,2026-04-09,21249,Prospecting,2026-07-29
OPP200328,CUST11143,REP1020,P1001,2026-05-04,5533,Proposal,2026-05-22
OPP200329,CUST10613,REP1008,P1001,2026-06-03,26434,Lost,2026-08-01
OPP200330,CUST10122,REP1028,P1011,2026-04-30,18209,Negotiation,2026-08-08
OPP200331,CUST10842,REP1006,P1004,2026-05-31,9863,Prospecting,2026-08-11
OPP200332,CUST10508,REP1020,P1004,2026-05-25,28750,Proposal,2026-07-05
OPP200333,CUST10407,REP1016,P1007,2026-03-01,14875,Lost,2026-06-09
OPP200334,CUST10549,REP1004,P1002,2026-04-03,13082,Prospecting,2026-05-14
OPP200335,CUST10360,REP1019,P1008,2026-02-02,1612,Negotiation,2026-05-30
OPP200336,CUST10337,REP1005,P1007,2026-06-03,29889,Won,2026-06-21
OPP200337,CUST11188,REP1017,P1010,2026-06-10,25545,Negotiation,2026-09-04
OPP200338,CUST10335,REP1020,P1002,2026-05-28,6116,Prospecting,2026-06-05
OPP200339,CUST10551,REP1003,P1001,2026-05-04,28484,Lost,2026-08-22
OPP200340,CUST10858,REP1007,P1010,2026-05-21,24086,Qualified,2026-07-07
OPP200341,CUST10266,REP1009,P1005,2026-05-12,13206,Prospecting,2026-05-21
OPP200342,CUST10742,REP1028,P1001,2026-02-08,27915,Prospecting,2026-05-20
OPP200343,CUST11075,REP1007,P1007,2026-02-13,17214,Proposal,2026-06-09
OPP200344,CUST10976,REP1028,P1006,2026-03-30,20953,Prospecting,2026-07-18
OPP200345,CUST10035,REP1017,P1012,2026-03-11,6312,Won,2026-05-11
OPP200346,CUST10487,REP1029,P1012,2026-05-03,4170,Won,2026-05-16
OPP200347,CUST10001,REP1025,P1007,2026-05-03,16304,Prospecting,2026-06-04
OPP200348,CUST10729,REP1009,P1002,2026-06-12,10469,Won,2026-06-22
OPP200349,CUST10391,REP1017,P1009,2026-05-11,29469,Lost,2026-05-23
OPP200350,CUST11073,REP1022,P1003,2026-01-02,3484,Prospecting,2026-01-26
OPP200351,CUST10211,REP1003,P1011,2026-02-26,23121,Won,2026-05-07
OPP200352,CUST11022,REP1020,P1008,2026-02-24,18450,Lost,2026-05-28
OPP200353,CUST10411,REP1014,P1005,2026-04-16,26489,Won,2026-06-28
OPP200354,CUST11105,REP1002,P1012,2026-02-26,29946,Proposal,2026-03-28
OPP200355,CUST10240,REP1027,P1007,2026-06-12,26246,Won,2026-08-25
OPP200356,CUST10323,REP1008,P1005,2026-02-17,11867,Negotiation,2026-03-22
OPP200357,CUST10422,REP1027,P1003,2026-03-14,21173,Qualified,2026-05-12
OPP200358,CUST11183,REP1007,P1008,2026-05-16,5725,Qualified,2026-08-31
OPP200359,CUST10881,REP1017,P1004,2026-03-02,15092,Proposal,2026-03-24
OPP200360,CUST10980,REP1012,P1002,2026-01-08,8790,Qualified,2026-04-23
OPP200361,CUST10664,REP1027,P1002,2026-02-25,8254,Qualified,2026-04-03
OPP200362,CUST10954,REP1029,P1008,2026-03-01,17553,Prospecting,2026-05-22
OPP200363,CUST10753,REP1024,P1012,2026-04-12,4680,Won,2026-05-18
OPP200364,CUST10802,REP1026,P1004,2026-04-29,17499,Negotiation,2026-05-24
OPP200365,CUST11005,REP1024,P1003,2026-04-02,12626,Qualified,2026-05-29
OPP200366,CUST11180,REP1009,P1008,2026-03-09,7664,Qualified,2026-04-28
OPP200367,CUST10691,REP1028,P1002,2026-03-25,17301,Prospecting,2026-05-28
OPP200368,CUST10530,REP1016,P1002,2026-01-24,22770,Prospecting,2026-02-26
OPP200369,CUST10784,REP1011,P1008,2026-01-31,18690,Negotiation,2026-05-28
OPP200370,CUST10890,REP1006,P1007,2026-04-12,3552,Prospecting,2026-07-03
OPP200371,CUST11184,REP1022,P1001,2026-05-24,17299,Lost,2026-09-02
OPP200372,CUST10839,REP1009,P1003,2026-03-28,19068,Qualified,2026-07-01
OPP200373,CUST11146,REP1020,P1003,2026-01-11,20820,Prospecting,2026-04-09
OPP200374,CUST10879,REP1002,P1009,2026-06-12,13345,Won,2026-07-05
OPP200375,CUST11143,REP1020,P1008,2026-02-23,3751,Qualified,2026-05-07
OPP200376,CUST10902,REP1020,P1009,2026-05-05,4688,Qualified,2026-08-21
OPP200377,CUST11062,REP1016,P1002,2026-05-30,10625,Prospecting,2026-06-16
OPP200378,CUST10229,REP1020,P1011,2026-06-13,19397,Negotiation,2026-08-11
OPP200379,CUST11192,REP1030,P1003,2026-01-20,22432,Qualified,2026-02-16
OPP200380,CUST10419,REP1026,P1012,2026-01-31,20518,Won,2026-05-07
OPP200381,CUST10958,REP1014,P1011,2026-04-18,10054,Negotiation,2026-08-08
OPP200382,CUST10471,REP1027,P1006,2026-05-07,13760,Won,2026-05-19
OPP200383,CUST10550,REP1029,P1010,2026-05-19,2356,Negotiation,2026-08-24
OPP200384,CUST10898,REP1005,P1009,2026-04-02,24141,Won,2026-05-19
OPP200385,CUST10649,REP1011,P1010,2026-01-27,11250,Negotiation,2026-05-22
OPP200386,CUST10860,REP1023,P1001,2026-04-29,15770,Proposal,2026-05-07
OPP200387,CUST10095,REP1016,P1002,2026-04-21,14039,Negotiation,2026-05-19
OPP200388,CUST11001,REP1005,P1011,2026-03-19,9286,Negotiation,2026-06-15
OPP200389,CUST10491,REP1015,P1010,2026-04-16,5877,Prospecting,2026-07-19
OPP200390,CUST10947,REP1012,P1008,2026-02-05,28654,Negotiation,2026-02-20
OPP200391,CUST10343,REP1023,P1004,2026-05-15,4465,Qualified,2026-06-09
OPP200392,CUST10716,REP1016,P1006,2026-01-08,28377,Proposal,2026-02-22
OPP200393,CUST10706,REP1005,P1005,2026-05-20,4282,Prospecting,2026-05-30
OPP200394,CUST10168,REP1002,P1006,2026-05-20,3773,Prospecting,2026-08-23
OPP200395,CUST10570,REP1009,P1008,2026-04-25,27188,Prospecting,2026-07-16
OPP200396,CUST10763,REP1005,P1010,2026-05-16,28436,Prospecting,2026-08-15
OPP200397,CUST11004,REP1027,P1005,2026-06-01,26963,Prospecting,2026-07-31
OPP200398,CUST11065,REP1009,P1011,2026-01-27,23488,Prospecting,2026-04-16
OPP200399,CUST10462,REP1020,P1002,2026-04-01,15286,Proposal,2026-06-11
OPP200400,CUST10772,REP1004,P1010,2026-04-18,4092,Proposal,2026-07-12
OPP200401,CUST10210,REP1014,P1009,2026-06-06,18155,Lost,2026-08-02
OPP200402,CUST11075,REP1029,P1007,2026-05-03,16060,Won,2026-07-22
OPP200403,CUST11042,REP1020,P1005,2026-04-09,22333,Prospecting,2026-06-27
OPP200404,CUST11199,REP1009,P1005,2026-04-03,2013,Proposal,2026-06-21
OPP200405,CUST10584,REP1023,P1005,2026-01-24,3242,Proposal,2026-05-09
OPP200406,CUST10432,REP1016,P1012,2026-02-22,18076,Qualified,2026-04-09
OPP200407,CUST10910,REP1008,P1001,2026-03-13,25801,Proposal,2026-06-27
OPP200408,CUST10868,REP1030,P1008,2026-05-27,28062,Negotiation,2026-06-06
OPP200409,CUST10255,REP1029,P1012,2026-05-24,17494,Negotiation,2026-07-24
OPP200410,CUST10648,REP1017,P1007,2026-04-17,11678,Qualified,2026-06-12
OPP200411,CUST10773,REP1001,P1008,2026-01-18,14688,Negotiation,2026-05-03
OPP200412,CUST10546,REP1013,P1008,2026-04-30,15750,Qualified,2026-05-12
OPP200413,CUST10446,REP1016,P1007,2026-03-18,18953,Won,2026-04-18
OPP200414,CUST10288,REP1028,P1008,2026-04-19,7599,Lost,2026-06-17
OPP200415,CUST10494,REP1022,P1011,2026-03-13,12274,Qualified,2026-06-20
OPP200416,CUST10296,REP1007,P1009,2026-04-30,16687,Won,2026-06-28
OPP200417,CUST10361,REP1016,P1011,2026-02-06,25672,Won,2026-04-26
OPP200418,CUST10222,REP1006,P1007,2026-01-25,24274,Proposal,2026-02-21
OPP200419,CUST10452,REP1015,P1010,2026-02-06,22860,Prospecting,2026-05-30
OPP200420,CUST10758,REP1017,P1011,2026-06-03,7242,Won,2026-09-06
OPP200421,CUST10454,REP1016,P1003,2026-01-13,12789,Proposal,2026-01-24
OPP200422,CUST10171,REP1013,P1011,2026-02-17,17051,Qualified,2026-05-14
OPP200423,CUST10962,REP1014,P1009,2026-02-26,29063,Negotiation,2026-03-19
OPP200424,CUST10518,REP1024,P1006,2026-05-19,11284,Proposal,2026-07-28
OPP200425,CUST10701,REP1016,P1010,2026-03-01,27632,Prospecting,2026-05-27
OPP200426,CUST10628,REP1002,P1003,2026-05-29,22688,Lost,2026-09-17
OPP200427,CUST10608,REP1023,P1009,2026-06-14,19379,Qualified,2026-06-28
OPP200428,CUST10526,REP1019,P1007,2026-04-19,21359,Proposal,2026-05-28
OPP200429,CUST10907,REP1021,P1011,2026-02-26,23999,Negotiation,2026-05-22
OPP200430,CUST11026,REP1022,P1008,2026-04-10,21264,Prospecting,2026-05-16
OPP200431,CUST11085,REP1006,P1007,2026-04-22,20505,Won,2026-07-18
OPP200432,CUST10532,REP1030,P1007,2026-01-19,11956,Negotiation,2026-02-15
OPP200433,CUST10410,REP1030,P1007,2026-05-19,13408,Proposal,2026-06-13
OPP200434,CUST10100,REP1005,P1011,2026-03-14,18379,Proposal,2026-05-21
OPP200435,CUST10532,REP1007,P1010,2026-05-21,25462,Lost,2026-08-13
OPP200436,CUST11191,REP1008,P1002,2026-04-12,19881,Lost,2026-05-12
OPP200437,CUST10313,REP1029,P1007,2026-05-23,29647,Prospecting,2026-09-05
OPP200438,CUST11014,REP1028,P1004,2026-01-14,20743,Qualified,2026-04-29
OPP200439,CUST10908,REP1008,P1002,2026-01-08,12819,Proposal,2026-01-24
OPP200440,CUST10793,REP1019,P1011,2026-01-19,17682,Lost,2026-03-01
OPP200441,CUST10679,REP1008,P1011,2026-05-26,19076,Won,2026-08-03
OPP200442,CUST10908,REP1002,P1012,2026-06-14,26137,Proposal,2026-08-15
OPP200443,CUST10119,REP1007,P1005,2026-06-15,8421,Won,2026-07-20
OPP200444,CUST10154,REP1003,P1006,2026-02-25,8215,Qualified,2026-05-02
OPP200445,CUST10235,REP1026,P1010,2026-02-13,6854,Qualified,2026-06-08
OPP200446,CUST10920,REP1024,P1003,2026-02-28,2618,Negotiation,2026-04-10
OPP200447,CUST10519,REP1006,P1001,2026-05-16,20575,Qualified,2026-06-16
OPP200448,CUST10250,REP1018,P1006,2026-02-11,28912,Negotiation,2026-05-12
OPP200449,CUST10054,REP1007,P1008,2026-04-01,18797,Proposal,2026-06-11
OPP200450,CUST10587,REP1017,P1006,2026-04-18,2761,Won,2026-07-12
OPP200451,CUST10479,REP1027,P1003,2026-03-01,11575,Lost,2026-05-20
OPP200452,CUST10214,REP1027,P1007,2026-03-20,27185,Qualified,2026-06-20
OPP200453,CUST10028,REP1025,P1012,2026-04-21,2502,Proposal,2026-07-19
OPP200454,CUST10905,REP1008,P1004,2026-05-12,18756,Won,2026-07-26
OPP200455,CUST10936,REP1006,P1005,2026-02-01,13778,Prospecting,2026-03-31
OPP200456,CUST10296,REP1005,P1004,2026-03-27,27643,Won,2026-05-25
OPP200457,CUST10593,REP1004,P1004,2026-01-26,15882,Negotiation,2026-03-03
OPP200458,CUST10304,REP1019,P1008,2026-01-03,17383,Prospecting,2026-03-01
OPP200459,CUST10491,REP1020,P1005,2026-04-18,21945,Won,2026-07-02
OPP200460,CUST10132,REP1027,P1008,2026-03-22,24809,Proposal,2026-06-17
OPP200461,CUST11136,REP1003,P1001,2026-02-13,15951,Prospecting,2026-05-18
OPP200462,CUST10865,REP1008,P1008,2026-01-10,21917,Prospecting,2026-02-28
OPP200463,CUST11082,REP1022,P1002,2026-06-07,24355,Won,2026-09-04
OPP200464,CUST10356,REP1021,P1005,2026-05-18,16228,Lost,2026-07-13
OPP200465,CUST11048,REP1013,P1011,2026-06-05,21767,Qualified,2026-07-22
OPP200466,CUST10622,REP1005,P1005,2026-01-19,11536,Prospecting,2026-02-13
OPP200467,CUST10238,REP1015,P1009,2026-01-03,11295,Prospecting,2026-02-09
OPP200468,CUST10399,REP1006,P1005,2026-02-06,1082,Negotiation,2026-04-30
OPP200469,CUST10974,REP1017,P1011,2026-01-17,20411,Qualified,2026-02-17
OPP200470,CUST10930,REP1028,P1012,2026-03-18,8276,Proposal,2026-04-02
OPP200471,CUST10865,REP1006,P1011,2026-04-18,24602,Qualified,2026-05-25
OPP200472,CUST10272,REP1004,P1005,2026-02-02,28601,Proposal,2026-05-31
OPP200473,CUST10778,REP1023,P1004,2026-03-07,26400,Negotiation,2026-03-30
OPP200474,CUST11130,REP1001,P1008,2026-03-31,8988,Proposal,2026-04-23
OPP200475,CUST10059,REP1030,P1010,2026-02-22,19904,Prospecting,2026-04-15
OPP200476,CUST10386,REP1024,P1007,2026-03-18,22803,Proposal,2026-05-07
OPP200477,CUST10097,REP1013,P1009,2026-04-08,15676,Proposal,2026-07-27
OPP200478,CUST10125,REP1011,P1011,2026-06-08,15746,Proposal,2026-07-11
OPP200479,CUST11198,REP1012,P1010,2026-02-21,13699,Prospecting,2026-04-16
OPP200480,CUST10289,REP1012,P1005,2026-01-15,9946,Prospecting,2026-02-23
OPP200481,CUST10216,REP1026,P1003,2026-05-25,17624,Proposal,2026-06-29
OPP200482,CUST10089,REP1024,P1006,2026-04-06,29741,Qualified,2026-05-19
OPP200483,CUST11178,REP1007,P1007,2026-03-20,7349,Negotiation,2026-04-25
OPP200484,CUST10563,REP1006,P1011,2026-04-30,2362,Qualified,2026-07-27
OPP200485,CUST10950,REP1017,P1004,2026-06-12,2631,Qualified,2026-09-16
OPP200486,CUST10301,REP1020,P1002,2026-01-22,17880,Negotiation,2026-02-17
OPP200487,CUST10770,REP1022,P1004,2026-05-23,8829,Proposal,2026-07-25
OPP200488,CUST11064,REP1010,P1008,2026-04-16,14384,Prospecting,2026-05-22
OPP200489,CUST10806,REP1015,P1003,2026-04-08,28568,Won,2026-07-22
OPP200490,CUST10621,REP1004,P1005,2026-05-24,3219,Proposal,2026-06-11
OPP200491,CUST10253,REP1014,P1004,2026-02-20,6064,Lost,2026-04-14
OPP200492,CUST10281,REP1021,P1012,2026-05-11,7208,Prospecting,2026-06-24
OPP200493,CUST10717,REP1010,P1007,2026-04-05,14254,Won,2026-05-23
OPP200494,CUST10542,REP1010,P1009,2026-06-05,21133,Won,2026-09-26
OPP200495,CUST10056,REP1014,P1007,2026-03-19,6315,Prospecting,2026-05-26
OPP200496,CUST10236,REP1026,P1001,2026-04-30,4141,Proposal,2026-06-18
OPP200497,CUST10519,REP1019,P1004,2026-03-24,3488,Negotiation,2026-06-30
OPP200498,CUST10215,REP1028,P1011,2026-03-07,24229,Proposal,2026-06-09
OPP200499,CUST10665,REP1002,P1007,2026-03-04,1857,Proposal,2026-03-27
OPP200500,CUST10361,REP1026,P1009,2026-06-02,19126,Lost,2026-07-31
OPP200501,CUST10350,REP1002,P1010,2026-05-20,17770,Negotiation,2026-07-12
OPP200502,CUST10130,REP1010,P1007,2026-02-07,3924,Lost,2026-04-05
OPP200503,CUST10604,REP1013,P1007,2026-05-24,17023,Won,2026-07-09
OPP200504,CUST10227,REP1008,P1003,2026-04-07,9317,Won,2026-07-16
OPP200505,CUST10757,REP1030,P1003,2026-01-18,15934,Won,2026-05-17
OPP200506,CUST11126,REP1027,P1002,2026-05-08,4978,Negotiation,2026-05-18
OPP200507,CUST11095,REP1018,P1004,2026-01-27,20367,Won,2026-05-10
OPP200508,CUST10801,REP1014,P1008,2026-05-25,24130,Negotiation,2026-09-06
OPP200509,CUST10969,REP1023,P1012,2026-03-17,1091,Prospecting,2026-05-04
OPP200510,CUST11106,REP1022,P1006,2026-06-02,16455,Negotiation,2026-08-02
OPP200511,CUST10819,REP1015,P1008,2026-03-22,19777,Prospecting,2026-04-09
OPP200512,CUST10309,REP1025,P1011,2026-01-15,1082,Lost,2026-03-02
OPP200513,CUST10602,REP1006,P1009,2026-05-08,21997,Negotiation,2026-06-10
OPP200514,CUST11029,REP1009,P1004,2026-05-01,16744,Proposal,2026-08-18
OPP200515,CUST10802,REP1001,P1004,2026-02-20,9881,Prospecting,2026-03-11
OPP200516,CUST10435,REP1004,P1008,2026-02-03,15001,Proposal,2026-03-20
OPP200517,CUST10203,REP1006,P1004,2026-05-24,20781,Qualified,2026-07-24
OPP200518,CUST10174,REP1019,P1003,2026-05-10,19649,Negotiation,2026-09-04
OPP200519,CUST10453,REP1026,P1008,2026-02-19,23523,Negotiation,2026-05-29
OPP200520,CUST10966,REP1018,P1008,2026-04-27,2010,Proposal,2026-08-17
OPP200521,CUST10664,REP1014,P1004,2026-02-09,23832,Qualified,2026-03-23
OPP200522,CUST10072,REP1009,P1001,2026-01-31,2027,Proposal,2026-03-09
OPP200523,CUST11103,REP1004,P1010,2026-04-21,19851,Proposal,2026-07-01
OPP200524,CUST10486,REP1018,P1005,2026-05-19,11131,Won,2026-07-03
OPP200525,CUST10469,REP1005,P1008,2026-06-02,2847,Won,2026-06-10
OPP200526,CUST10984,REP1024,P1003,2026-03-18,20967,Won,2026-06-24
OPP200527,CUST10453,REP1013,P1004,2026-01-24,17025,Qualified,2026-02-10
OPP200528,CUST10741,REP1011,P1008,2026-04-01,20330,Prospecting,2026-04-30
OPP200529,CUST11106,REP1001,P1002,2026-04-24,11902,Lost,2026-08-15
OPP200530,CUST10622,REP1008,P1004,2026-06-11,9069,Lost,2026-09-08
OPP200531,CUST10737,REP1001,P1009,2026-01-19,19115,Prospecting,2026-04-08
OPP200532,CUST10425,REP1022,P1010,2026-04-19,7265,Negotiation,2026-05-10
OPP200533,CUST11069,REP1015,P1005,2026-03-27,24551,Proposal,2026-05-01
OPP200534,CUST10091,REP1024,P1002,2026-04-08,20810,Prospecting,2026-05-08
OPP200535,CUST10332,REP1017,P1001,2026-01-16,29993,Lost,2026-04-05
OPP200536,CUST11190,REP1029,P1007,2026-01-03,1786,Lost,2026-03-07
OPP200537,CUST10581,REP1024,P1009,2026-04-11,17982,Lost,2026-05-28
OPP200538,CUST10210,REP1005,P1008,2026-02-03,17146,Prospecting,2026-05-05
OPP200539,CUST10497,REP1004,P1005,2026-04-12,25868,Proposal,2026-07-15
OPP200540,CUST10307,REP1027,P1001,2026-01-05,13298,Won,2026-04-05
OPP200541,CUST10631,REP1009,P1003,2026-05-14,28156,Negotiation,2026-06-01
OPP200542,CUST10284,REP1023,P1001,2026-02-25,7933,Proposal,2026-05-11
OPP200543,CUST10480,REP1019,P1006,2026-03-16,25772,Proposal,2026-04-15
OPP200544,CUST11090,REP1022,P1004,2026-02-27,16088,Prospecting,2026-04-05
OPP200545,CUST10099,REP1009,P1001,2026-03-11,28373,Negotiation,2026-07-06
OPP200546,CUST10917,REP1010,P1008,2026-03-30,7297,Won,2026-05-22
OPP200547,CUST10094,REP1017,P1005,2026-04-18,8546,Prospecting,2026-07-22
OPP200548,CUST10549,REP1001,P1012,2026-04-25,17365,Prospecting,2026-05-29
OPP200549,CUST10802,REP1010,P1006,2026-06-14,17002,Proposal,2026-10-08
OPP200550,CUST11147,REP1016,P1002,2026-01-30,5320,Proposal,2026-03-09
OPP200551,CUST10301,REP1007,P1009,2026-05-25,19889,Qualified,2026-06-21
OPP200552,CUST10064,REP1009,P1009,2026-04-10,12765,Prospecting,2026-05-23
OPP200553,CUST10902,REP1030,P1012,2026-02-21,5386,Won,2026-03-19
OPP200554,CUST11073,REP1009,P1009,2026-06-02,15802,Qualified,2026-08-15
OPP200555,CUST10679,REP1028,P1005,2026-04-28,21236,Negotiation,2026-05-21
OPP200556,CUST10073,REP1028,P1009,2026-01-31,1919,Proposal,2026-03-02
OPP200557,CUST10601,REP1021,P1010,2026-01-30,27690,Proposal,2026-04-26
OPP200558,CUST10470,REP1005,P1007,2026-04-20,18710,Negotiation,2026-05-01
OPP200559,CUST10542,REP1007,P1010,2026-05-02,8552,Negotiation,2026-06-27
OPP200560,CUST10065,REP1029,P1012,2026-01-08,22759,Proposal,2026-04-03
OPP200561,CUST10381,REP1001,P1010,2026-04-15,25464,Proposal,2026-06-11
OPP200562,CUST11199,REP1016,P1007,2026-03-30,28726,Proposal,2026-04-08
OPP200563,CUST10055,REP1018,P1006,2026-06-10,23921,Proposal,2026-07-04
OPP200564,CUST11098,REP1026,P1011,2026-05-04,6890,Proposal,2026-08-28
OPP200565,CUST10622,REP1027,P1011,2026-05-31,5745,Proposal,2026-09-02
OPP200566,CUST10702,REP1009,P1004,2026-01-06,7052,Proposal,2026-02-21
OPP200567,CUST11121,REP1016,P1001,2026-05-07,26391,Qualified,2026-08-20
OPP200568,CUST10262,REP1020,P1010,2026-02-25,9840,Won,2026-03-04
OPP200569,CUST11182,REP1029,P1003,2026-04-02,10579,Prospecting,2026-04-14
OPP200570,CUST10333,REP1017,P1012,2026-05-26,26832,Lost,2026-09-09
OPP200571,CUST10419,REP1004,P1001,2026-05-25,6921,Negotiation,2026-08-16
OPP200572,CUST10540,REP1028,P1011,2026-02-07,12798,Prospecting,2026-04-22
OPP200573,CUST10722,REP1016,P1009,2026-02-09,9594,Negotiation,2026-03-26
OPP200574,CUST10388,REP1006,P1004,2026-04-30,9752,Qualified,2026-08-07
OPP200575,CUST10952,REP1006,P1001,2026-05-26,18273,Lost,2026-08-09
OPP200576,CUST10026,REP1007,P1011,2026-04-12,22494,Lost,2026-06-07
OPP200577,CUST10800,REP1022,P1002,2026-01-10,8691,Won,2026-03-01
OPP200578,CUST10788,REP1029,P1002,2026-01-28,2101,Proposal,2026-03-16
OPP200579,CUST10642,REP1014,P1010,2026-05-05,19542,Lost,2026-07-16
OPP200580,CUST10737,REP1003,P1009,2026-05-04,16915,Negotiation,2026-07-24
OPP200581,CUST10898,REP1027,P1002,2026-05-29,20113,Won,2026-09-03
OPP200582,CUST11086,REP1020,P1005,2026-03-30,14055,Prospecting,2026-05-21
OPP200583,CUST10263,REP1018,P1008,2026-03-12,23526,Lost,2026-04-16
OPP200584,CUST10573,REP1002,P1008,2026-01-19,19120,Negotiation,2026-03-29
OPP200585,CUST10675,REP1030,P1005,2026-05-10,22970,Qualified,2026-07-21
OPP200586,CUST10414,REP1003,P1005,2026-06-07,22201,Lost,2026-07-15
OPP200587,CUST11169,REP1019,P1001,2026-01-08,15406,Negotiation,2026-01-23
OPP200588,CUST10614,REP1018,P1001,2026-03-23,10424,Lost,2026-05-06
OPP200589,CUST10712,REP1016,P1012,2026-02-28,17883,Prospecting,2026-03-14
OPP200590,CUST10234,REP1017,P1003,2026-05-04,19456,Proposal,2026-05-20
OPP200591,CUST10499,REP1012,P1012,2026-05-07,17575,Negotiation,2026-08-31
OPP200592,CUST10751,REP1018,P1001,2026-02-06,16205,Prospecting,2026-05-12
OPP200593,CUST10515,REP1011,P1012,2026-06-08,10946,Won,2026-06-19
OPP200594,CUST10925,REP1015,P1006,2026-01-23,4885,Negotiation,2026-03-10
OPP200595,CUST10165,REP1021,P1010,2026-05-10,13399,Qualified,2026-06-14
OPP200596,CUST10185,REP1023,P1011,2026-05-04,26570,Negotiation,2026-08-29
OPP200597,CUST10407,REP1005,P1005,2026-01-27,21783,Prospecting,2026-03-24
OPP200598,CUST10383,REP1030,P1009,2026-04-22,22883,Won,2026-05-28
OPP200599,CUST10979,REP1003,P1005,2026-02-14,22369,Won,2026-05-03
OPP200600,CUST11042,REP1009,P1010,2026-02-15,27727,Proposal,2026-04-16
OPP200601,CUST10567,REP1011,P1012,2026-01-15,7557,Proposal,2026-02-12
OPP200602,CUST10607,REP1010,P1010,2026-05-04,21891,Proposal,2026-06-14
OPP200603,CUST10354,REP1011,P1009,2026-05-15,3016,Qualified,2026-06-05
OPP200604,CUST10639,REP1010,P1005,2026-03-25,8099,Won,2026-06-18
OPP200605,CUST10848,REP1014,P1002,2026-05-09,1852,Qualified,2026-09-02
OPP200606,CUST10867,REP1023,P1007,2026-02-27,13485,Proposal,2026-06-05
OPP200607,CUST11163,REP1025,P1002,2026-04-04,5081,Qualified,2026-05-23
OPP200608,CUST10694,REP1011,P1007,2026-05-11,12219,Negotiation,2026-07-12
OPP200609,CUST10409,REP1008,P1011,2026-03-13,4904,Won,2026-03-26
OPP200610,CUST10084,REP1021,P1002,2026-04-13,2038,Prospecting,2026-05-31
OPP200611,CUST10826,REP1002,P1011,2026-01-25,14848,Qualified,2026-02-04
OPP200612,CUST10965,REP1014,P1008,2026-03-26,12905,Prospecting,2026-06-25
OPP200613,CUST10663,REP1007,P1001,2026-05-22,13094,Prospecting,2026-09-08
OPP200614,CUST11108,REP1019,P1009,2026-05-09,11021,Proposal,2026-06-06
OPP200615,CUST10381,REP1003,P1001,2026-02-19,12868,Won,2026-05-13
OPP200616,CUST10064,REP1025,P1008,2026-04-01,1113,Proposal,2026-06-14
OPP200617,CUST10760,REP1009,P1007,2026-04-13,14862,Prospecting,2026-06-06
OPP200618,CUST10146,REP1016,P1009,2026-06-05,25566,Negotiation,2026-09-02
OPP200619,CUST10101,REP1018,P1005,2026-05-18,5046,Won,2026-08-09
OPP200620,CUST10843,REP1015,P1002,2026-05-16,5172,Proposal,2026-06-22
OPP200621,CUST10522,REP1014,P1005,2026-05-05,23620,Qualified,2026-08-10
OPP200622,CUST10726,REP1009,P1010,2026-03-01,15527,Won,2026-05-21
OPP200623,CUST10898,REP1024,P1012,2026-03-04,8458,Prospecting,2026-04-15
OPP200624,CUST10460,REP1016,P1003,2026-03-19,23755,Won,2026-06-17
OPP200625,CUST10734,REP1007,P1005,2026-03-12,10424,Won,2026-05-30
OPP200626,CUST10648,REP1008,P1011,2026-06-08,18529,Won,2026-06-28
OPP200627,CUST10697,REP1014,P1004,2026-05-26,17124,Prospecting,2026-06-20
OPP200628,CUST10845,REP1026,P1003,2026-05-29,5911,Prospecting,2026-07-11
OPP200629,CUST10457,REP1029,P1010,2026-04-11,22895,Won,2026-04-23
OPP200630,CUST10606,REP1012,P1006,2026-02-01,18928,Proposal,2026-03-25
OPP200631,CUST10710,REP1012,P1007,2026-01-24,7046,Proposal,2026-03-24
OPP200632,CUST10169,REP1004,P1006,2026-02-15,22970,Proposal,2026-05-20
OPP200633,CUST10254,REP1017,P1008,2026-04-19,18994,Prospecting,2026-05-15
OPP200634,CUST10108,REP1008,P1004,2026-03-02,25788,Negotiation,2026-05-12
OPP200635,CUST10238,REP1025,P1009,2026-04-19,24784,Lost,2026-07-10
OPP200636,CUST10527,REP1017,P1005,2026-05-27,10240,Negotiation,2026-07-23
OPP200637,CUST11126,REP1007,P1007,2026-02-25,28164,Proposal,2026-06-14
OPP200638,CUST11108,REP1028,P1003,2026-06-03,1983,Lost,2026-07-16
OPP200639,CUST10916,REP1025,P1001,2026-03-26,10690,Negotiation,2026-05-18
OPP200640,CUST10670,REP1010,P1007,2026-05-14,18630,Prospecting,2026-05-21
OPP200641,CUST10244,REP1004,P1002,2026-01-10,16506,Negotiation,2026-03-04
OPP200642,CUST10430,REP1008,P1011,2026-02-15,7547,Prospecting,2026-02-24
OPP200643,CUST10920,REP1012,P1012,2026-06-04,6786,Qualified,2026-09-30
OPP200644,CUST11091,REP1013,P1004,2026-05-28,23645,Negotiation,2026-07-01
OPP200645,CUST11156,REP1025,P1004,2026-04-05,26406,Qualified,2026-07-12
OPP200646,CUST10467,REP1030,P1007,2026-01-06,20716,Prospecting,2026-01-26
OPP200647,CUST10584,REP1023,P1003,2026-01-10,16376,Negotiation,2026-02-16
OPP200648,CUST10611,REP1026,P1011,2026-03-12,23422,Qualified,2026-04-01
OPP200649,CUST10068,REP1004,P1002,2026-05-30,7961,Proposal,2026-07-17
OPP200650,CUST10140,REP1005,P1006,2026-03-04,29058,Qualified,2026-05-18
